#SEED: 0.5742412460967898
SAT0,-76.92057498239727,26.810765285552264,379.22886630881175
SAT1,-0.17068414780631258,34.74182824264889,460.44884656101635
SAT2,24.41183063708101,10.666831878424489,586.8088242183672
SAT3,29.092457175747057,153.9333157724276,484.2833462149058
SAT4,-44.097005368487686,-60.44172832253287,537.7121127341252
SAT5,-74.88563559037232,-74.79545789403282,514.1360565069368
SAT6,-55.870619636093195,173.62615876560938,345.4057238218353
SAT7,-16.126140775698474,-169.63842055395193,541.5971525667633
SAT8,-16.48701529439664,69.72701073047554,352.85961459603385
SAT9,-42.120540634900344,148.1529641007504,607.1688349081097
SAT10,5.791444402938922,-166.5725010119134,622.411922264422
SAT11,-19.403384980054014,114.63767188854104,599.0507424428854
SAT12,46.98357510948409,95.89034315068784,423.5477464559271
SAT13,13.09227423103711,-0.311520929971266,667.6269146342806
SAT14,57.577143275042204,34.068597267158566,500.4036048195544
SAT15,-80.69857940985226,143.74830404014727,368.0627962739784
SAT16,-21.660047370937264,-89.34127177150974,452.8724244712639
SAT17,19.112242362125798,-159.661087376139,430.67417602456794
SAT18,-19.015927393021485,-34.187952765355675,696.7889539882269
SAT19,-74.33304956875924,146.0862153475557,476.30174656231014
ROUTE,16.93193503731011,30.133133621984882,3.562219603918649,-173.30421619383847
